conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description,uniskill_domain,domain_reason
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ccb2e5f2-4279-48fd-9d85-a1db42ff1e13,knowledge,cross-sector,project configuration management,"project deliverables management
project setup control
effective management process
project setup management",,released,2024-03-01T11:07:44.496Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The process for the effective management of the key project artefacts and deliverables, ensuring that the correct versions are delivered to the project requestor and allowing project managers to identify the latest state of project artefacts and be able to gather all sources, documents, and other information for the project, prevent unauthorised changes, guarantee artefacts traceability and return to previous versions. It comprises the identification of project configuration items (CIs), their attributes and status codes, the establishment of baselines, the definition of roles and responsibilities for authorised changes to CIs, and the maintenance and control of a project repository.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,knowledge,sector-specific,Python (computer programming),"Python 3K
Python",Python 3K,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Python.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ccdbd9bb-4faf-403c-a968-e8bf487f8a53,knowledge,sector-specific,business ICT systems,business IT systems,,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The software packages, hardware devices and new technologies used in supporting business processes such as enterprise resource planning (ERP), customer relationship management (CRM), mobile devices and network solutions.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cd50d616-1f8b-481e-983f-68d2674ff82d,skill/competence,cross-sector,integrate gender dimension in research,"account for gender characteristics in scientific research
promote inclusion in research",,released,2022-08-25T12:53:49.834Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/research",Take into account in the whole research process the biological characteristics and the evolving social and cultural features of women and men (gender).,in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68,skill/competence,cross-sector,perform project management,"perform management of projects
performing project management
manage projects
do project management
conduct project management
perform projects management",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/research","Manage and plan various resources, such as human resources, budget, deadline, results, and quality necessary for a specific project, and monitor the project's progress in order to achieve a specific goal within a set time and budget.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cdd8b6b2-2fd9-453c-8d62-8a1dc6efcd49,knowledge,sector-specific,systems theory,systems fundamentals,,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The principles that can be applied to all types of systems at all hierarchical levels, which describe the system's internal organisation, its mechanisms of maintaining identity and stability and achieving adaptation and self-regulation and its dependencies and interaction with the environment.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ce26e71f-2d47-474e-89b6-7920931ac4fc,knowledge,sector-specific,iOS,"IPhoneOS
IPhone os
IOS (operating system)
IPadOS
IPhone OS
iPhone OS","IOS (operating system)
IPhone OS
IPhoneOS
IPadOS
IPhone os",released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The system software iOS consists of features, restrictions, architectures and other characteristics of operating systems designed to run on mobile devices.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ce354460-500e-4eaa-8e95-8f243fcea3db,skill/competence,sector-specific,manage system testing,"oversee testing of hardware
oversee testing of software",,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Select, perform and track testings on software or hardware to detect system defects both within the integrated system units, the inter-assemblages and the system as a whole. Organise testings such as installation testing, security testing and graphical user interface testing.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ce8ae6ca-61d8-4174-b457-641de96cbff4,skill/competence,sector-specific,automate cloud tasks,"evaluate cloud automation alternatives
automation of cloud tasks
optimise cloud workflows",,released,2024-02-29T16:57:50.138Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Automate manual or repeatable processes to minimize management overhead. Evaluate cloud automation alternatives for network deployments and tool-based alternatives for network operations and management.,in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cef5c0f8-1e40-4c09-b6a7-aa7811849e5d,knowledge,cross-sector,ethics,"the study of moral principles
moral studies",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The philosophical study that deals with solving questions of human morality; it defines and systemises concepts such as right, wrong, and crime.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cf3e976d-2c3e-495c-a874-f9e8a66d3b48,skill/competence,sector-specific,perform backups,"backup data
backup ICT system",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Implement backup procedures to backup data and systems to ensure permanent and reliable system operation. Execute data backups in order to secure information by copying and archiving to ensure integrity during system integration and after data loss occurrence.,in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cf532795-a1fd-43bd-8407-6e43f877e6e3,knowledge,sector-specific,mobile device management,"BYOD
cell phone device management
mobile terminals
bring your own device",,released,2023-05-05T16:18:59.031Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The methods for managing the use of mobile devices within an organisation, while ensuring security.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d0c6d77e-cb25-4770-bf77-2073fc5f7523,knowledge,sector-specific,ICT infrastructure,"ICT infrastructure and operations
IT infrastructure and operations
IT architecture and infrastructure
ICT architecture and infrastructure",,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The system, network, hardware and software applications and components, as well as devices and processes that are used in order to develop, test, deliver, monitor, control or support ICT services.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d15ba5cb-9212-4a90-85af-2c560da59925,skill/competence,sector-specific,perform product planning,"perform a product plan
product planning performance
implement product planning
undertake product planning
complete product planning
performing product planning",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Identify and articulate market requirements that define a product’s feature set. Product planning serves as the basis for decisions about price, distribution and promotion.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d1e954cd-d290-4d80-97c0-7969960d2928,knowledge,sector-specific,distributed directory information services,"active directory
directory service
install directory services",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The directory services that automate the network management of security, user data and distributed resources and enable access to information in a computer system's directory.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2adb565-a865-424d-aeb5-9fbcbf2afe2a,knowledge,sector-specific,Joomla,Joomla software,,released,2024-01-10T14:54:00.284Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The open-source web-based software system written in PHP, used for creating, editing, publishing and archiving blogs, articles, corporate or small business websites, social networking websites or press releases.",in_domain,linked to the selected IT occupations
